搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
麻油,6,"清淨園 頂級芝麻油, 160ml, 1瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 2瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 2瓶",2
麻油,7,"OTTOGI 不倒翁 芝麻油, 500ml, 1罐",2,"麻油車 頂級冷壓黑麻油, 255ml, 4瓶",2,"NS_麻油(寶島*500cc), 1入",2
麻油,8,"OTTOGI 不倒翁 老芝麻油, 500ml, 1瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 3瓶",2,"麻油車 冷壓有機白麻油, 135ml, 5瓶",2
麻油,9,"龍宏 黑麻油, 500ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 5瓶",2,"麻油車 冷壓有機白麻油, 135ml, 2瓶",2
麻油,10,"KADOYA 角屋 芝麻油, 434.8ml, 3瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 4瓶",2,"麻油車 冷壓有機白麻油, 135ml, 4瓶",2
黑豆粉,1,"御復珍 黃金黑豆粉 無添加糖 純素食, 600g, 1罐",2,"黑豆粉, 500g, 1個",2,"黑豆粉, 200g, 1包",2
黑豆粉,2,"馬玉山 黑豆粉, 300g, 2包",2,"黑豆粉, 200g, 1包",2,"黑豆粉, 1包, 300g",2
黑豆粉,3,"長青穀典 100%純黑豆粉, 250g, 2罐",2,"黑豆粉, 1包, 300g",2,"健康黑豆粉, 1組, 1kg",2
黑豆粉,4,"Chungeun 黑豆粉, 1kg, 1包",2,"黑豆粉 30入, 90克, 1個",2,"原鄉黑豆粉 700g, 1罐",2
黑豆粉,5,"御復珍 黃金黑豆粉 無添加糖 純素食, 600g, 2罐",2,"健康黑豆粉, 1組, 1kg",2,"原鄉黑豆粉, 200g, 2個",2
黑豆粉,6,"Damtuh 丹特 黑豆芝麻粉, 800g, 1盒",2,"SINSUNHERB 黑豆粉, 1個",2,"黑豆粉, 1罐, 500g",2
黑豆粉,7,"御復珍 黑八寶粉 純素食 無糖, 600g, 1罐",2,"黑豆黑芝麻粉, 500g, 1包",2,"烤黑豆粉, 230g, 3罐",2
黑豆粉,8,"長青穀典 100%純黑豆粉, 250g, 1罐",2,"黑豆黑芝麻粉, 500g, 1入",2,"烤黑豆粉, 230g, 4罐",2
黑豆粉,9,"Tk Foods 黑豆燕麥奶昔粉, 1.2kg, 1罐",2,"韓國產黑豆粉, 200g, 1包",2,"薌園 青仁黑豆粉 熟粉, 450g, 3罐",2
黑豆粉,10,"薌園 青仁黑豆粉 熟粉, 450g, 4罐",2,"黑豆黑芝麻粉, 500g, 2包",2,"黑豆粉, 500g, 1個",2
養髮液,1,,2,,2,"頭皮護理精華液, 1入",2
養髮液,2,,2,,2,"高級洗髮精+養髮液+頭皮舒緩噴霧組合, 1套",2
養髮液,3,,2,,2,"頭皮護理洗髮精 敏感性髮質適用, 330ml, 1入",2
養髮液,4,,2,,2,"頭皮保濕護理洗髮精, 300ml, 1個",2
養髮液,5,,2,,2,"頭皮護理洗髮精, 350克, 1個",2
養髮液,6,,2,,2,"頭皮護理洗髮精, 1個, 200毫升",2
養髮液,7,,2,,2,"Dr.FORHAIR 頭皮豐盈養髮調理液, 120ml, 4瓶",2
養髮液,8,,2,,2,"頭皮護理洗髮精 親密朋友, 1個, 500ml",2
養髮液,9,,2,,2,"頭皮護理洗髮精, 500ml, 1入",2
養髮液,10,,2,,2,"弱酸性頭皮護理洗髮精, 1000ml, 1入",2
